timestamp,humidity,air_quality,pressure,ts
3.4000000000000004,50.53928673704787,9.584633121895118,101.06452885205323,2025-11-21 08:39:15.281264
3.5,50.23502239485936,8.458624875401775,101.20151794350468,2025-11-21 08:39:15.381264
3.6,50.38639146505122,10.344201770985528,101.1029514033682,2025-11-21 08:39:15.481264
3.7,50.22482425988153,10.22519698597769,101.16616625224611,2025-11-21 08:39:15.581264
3.8000000000000003,50.58963849515796,8.912547200366634,101.01495667597572,2025-11-21 08:39:15.681264
3.9000000000000004,50.39687498941037,8.85511256167804,101.06802625579009,2025-11-21 08:39:15.781264
4.0,50.46651291730691,9.73902055296874,101.09440791202107,2025-11-21 08:39:15.881264
4.1000000000000005,50.35624900000323,10.085545172327132,101.17487512022194,2025-11-21 08:39:15.981264
4.2,50.43904255790841,9.074641906435472,101.01364731782346,2025-11-21 08:39:16.081264
4.3,50.51486858044142,10.136387226528539,101.00576952177146,2025-11-21 08:39:16.181264
4.4,50.32854460652132,11.238889032458635,101.13023326020203,2025-11-21 08:39:16.281264
4.5,50.51124747511694,11.12752557082378,101.02465554901134,2025-11-21 08:39:16.381264
4.6000000000000005,50.29096954929872,10.01792928158299,101.25321892769931,2025-11-21 08:39:16.481264
4.7,50.408242600730475,10.26112675483548,101.08299669579337,2025-11-21 08:39:16.581264
4.800000000000001,50.34214867281165,9.608189353477034,101.19922146812131,2025-11-21 08:39:16.681264
4.9,50.49162666112709,8.895847672973257,101.3080536514722,2025-11-21 08:39:16.781264
5.0,50.36078776160435,9.177524409463395,101.15457182539237,2025-11-21 08:39:16.881264
5.1000000000000005,50.36744552025179,9.925650949489334,101.25289624585383,2025-11-21 08:39:16.981264
5.2,50.073479033996556,10.151022591627513,100.98225825569266,2025-11-21 08:39:17.081264
5.300000000000001,50.68838354405021,10.59446149923789,101.18368801368798,2025-11-21 08:39:17.181264
5.4,50.41883250119861,9.946406208755832,101.16197965077819,2025-11-21 08:39:17.281264
5.5,50.51533524660337,9.717776318771007,101.06006021036818,2025-11-21 08:39:17.381264
5.6000000000000005,50.65199562550925,10.451587001741029,100.99729427695962,2025-11-21 08:39:17.481264
5.7,50.32563898891687,9.12387105278143,101.22754435160279,2025-11-21 08:39:17.581264
5.800000000000001,50.570667677266485,12.447704986024194,101.20885766853155,2025-11-21 08:39:17.681264
5.9,50.41262504309078,9.824866011035581,101.08479741439068,2025-11-21 08:39:17.781264
6.0,50.668598449229734,10.160136699635276,101.27552352101614,2025-11-21 08:39:17.881264
6.1000000000000005,50.401464760302474,9.673441751936764,101.12210087325307,2025-11-21 08:39:17.981264
6.2,50.52195607065389,9.238017796785474,101.02343367758229,2025-11-21 08:39:18.081264
6.300000000000001,50.61699603732572,9.549324986995071,101.4302696884118,2025-11-21 08:39:18.181264
6.4,50.821787983114675,9.202801122547534,101.17865162912729,2025-11-21 08:39:18.281264
6.5,50.54633684080085,8.976941250831196,101.25224128846581,2025-11-21 08:39:18.381264
6.6000000000000005,50.47581857720635,11.436376510715306,101.17176698804147,2025-11-21 08:39:18.481264
6.7,50.40861958197169,10.678584033870566,101.06575346322715,2025-11-21 08:39:18.581264
6.800000000000001,50.52968462341004,10.669915717325877,101.40847439748185,2025-11-21 08:39:18.681264
6.9,50.92939615547047,10.810688510046244,101.09872252418778,2025-11-21 08:39:18.781264
7.0,50.46352884975106,10.209706670995004,101.23429339313454,2025-11-21 08:39:18.881264
7.1000000000000005,51.08481554121862,11.130373628053318,101.17285216409023,2025-11-21 08:39:18.981264
7.2,50.69228500489643,11.43278431973789,101.09946573134098,2025-11-21 08:39:19.081264
7.300000000000001,50.81133395963907,9.382013840573034,101.11320445866444,2025-11-21 08:39:19.181264
7.4,50.53352765434139,10.755801275582101,101.19343927736487,2025-11-21 08:39:19.281264
7.5,50.76751623029752,9.273419763634143,101.13775610888956,2025-11-21 08:39:19.381264
7.6000000000000005,50.69862763162102,11.80908640720779,101.12175009800737,2025-11-21 08:39:19.481264
7.7,50.77891815276906,10.8233913584762,101.08568554569408,2025-11-21 08:39:19.581264
7.800000000000001,50.729128109965366,10.246484104632025,101.18177601246721,2025-11-21 08:39:19.681264
7.9,50.39604544607967,8.24978453945462,101.13463641466362,2025-11-21 08:39:19.781264
8.0,50.76690163631603,9.60643610032872,101.13976996524357,2025-11-21 08:39:19.881264
8.1,50.8962870862642,8.757429700435615,101.05398228147024,2025-11-21 08:39:19.981264
8.200000000000001,50.92902526541997,10.89622398513466,101.25352829214131,2025-11-21 08:39:20.081264
8.3,50.9038579489536,9.752660857207827,101.23277672899025,2025-11-21 08:39:20.181264
8.4,50.71633244495213,8.991772591667917,101.06521125297206,2025-11-21 08:39:20.281264
8.5,50.935809624361006,10.233176795125074,101.24028952701497,2025-11-21 08:39:20.381264
8.6,50.79986404362362,9.382876809679843,101.31659390352984,2025-11-21 08:39:20.481264
8.700000000000001,50.789794218570286,9.973411853030973,101.21875260512348,2025-11-21 08:39:20.581264
8.8,50.81487565099475,8.724917989450688,101.1269568929757,2025-11-21 08:39:20.681264
8.9,50.73415519061657,9.102025293280974,101.11534071089933,2025-11-21 08:39:20.781264
9.0,50.36499680290825,10.738860818912801,101.09709486390472,2025-11-21 08:39:20.881264
9.1,50.99251039490139,9.749148217611907,101.18407062004462,2025-11-21 08:39:20.981264
9.200000000000001,50.81508809966514,9.555480269202192,101.37654183177098,2025-11-21 08:39:21.081264
9.3,50.91687144901091,8.623893834590103,101.28821947512772,2025-11-21 08:39:21.181264
9.4,50.62308562021988,9.51008884055229,101.295554677803,2025-11-21 08:39:21.281264
9.5,50.771153053979724,10.918712358000468,101.21998004058017,2025-11-21 08:39:21.381264
9.600000000000001,51.12012920012507,8.538104196278944,101.34878218993936,2025-11-21 08:39:21.481264
9.700000000000001,51.02521837017689,9.653728530778677,101.37827759058494,2025-11-21 08:39:21.581264
9.8,50.85066789252297,9.83315880712628,101.33003615003854,2025-11-21 08:39:21.681264
9.9,51.103274851491356,10.994611369694944,101.37326176540003,2025-11-21 08:39:21.781264
