timestamp,login_attempts,failures,session_time,ts
4.6000000000000005,1,1,31.953871639580097,2025-11-21 08:39:16.481264
4.7,0,0,28.82552913489737,2025-11-21 08:39:16.581264
4.800000000000001,4,1,28.712739680629753,2025-11-21 08:39:16.681264
4.9,4,0,21.86425827634968,2025-11-21 08:39:16.781264
5.0,2,1,29.762567512761095,2025-11-21 08:39:16.881264
5.1000000000000005,4,1,25.555966819943002,2025-11-21 08:39:16.981264
5.2,0,1,34.89794426541381,2025-11-21 08:39:17.081264
5.300000000000001,4,0,32.08896805251989,2025-11-21 08:39:17.181264
5.4,1,1,31.12012891396095,2025-11-21 08:39:17.281264
5.5,0,1,24.98470682743462,2025-11-21 08:39:17.381264
5.6000000000000005,2,1,28.453830627552758,2025-11-21 08:39:17.481264
5.7,4,1,29.078619495315465,2025-11-21 08:39:17.581264
5.800000000000001,0,0,33.12340774373034,2025-11-21 08:39:17.681264
5.9,0,0,31.770978997650218,2025-11-21 08:39:17.781264
6.0,2,1,22.70186483191084,2025-11-21 08:39:17.881264
6.1000000000000005,3,1,36.08312354300642,2025-11-21 08:39:17.981264
6.2,0,1,27.371524284582925,2025-11-21 08:39:18.081264
6.300000000000001,4,1,33.54517597312772,2025-11-21 08:39:18.181264
6.4,0,0,28.764061171509,2025-11-21 08:39:18.281264
6.5,3,1,30.405793883329366,2025-11-21 08:39:18.381264
6.6000000000000005,4,1,31.612105630941148,2025-11-21 08:39:18.481264
6.7,1,1,25.90534579952176,2025-11-21 08:39:18.581264
6.800000000000001,3,1,26.252682474607884,2025-11-21 08:39:18.681264
6.9,2,1,27.773763580206186,2025-11-21 08:39:18.781264
7.0,3,1,31.058738068761205,2025-11-21 08:39:18.881264
7.1000000000000005,4,0,18.38529150155308,2025-11-21 08:39:18.981264
7.2,0,1,31.637300483968843,2025-11-21 08:39:19.081264
7.300000000000001,4,1,38.13192046658376,2025-11-21 08:39:19.181264
7.4,3,1,26.911255068040752,2025-11-21 08:39:19.281264
7.5,3,1,30.17925598363427,2025-11-21 08:39:19.381264
7.6000000000000005,4,1,30.884036641437802,2025-11-21 08:39:19.481264
7.7,3,0,32.53439072426497,2025-11-21 08:39:19.581264
7.800000000000001,0,0,24.274170890619896,2025-11-21 08:39:19.681264
7.9,2,0,25.96866373610858,2025-11-21 08:39:19.781264
8.0,1,0,30.997418400737086,2025-11-21 08:39:19.881264
8.1,3,0,40.767335760520766,2025-11-21 08:39:19.981264
8.200000000000001,1,1,34.79308088924273,2025-11-21 08:39:20.081264
8.3,1,1,32.49894280225693,2025-11-21 08:39:20.181264
8.4,1,0,19.946029652276177,2025-11-21 08:39:20.281264
8.5,0,1,25.546062657599855,2025-11-21 08:39:20.381264
8.6,3,0,33.97064593025641,2025-11-21 08:39:20.481264
8.700000000000001,1,0,23.050501390424383,2025-11-21 08:39:20.581264
8.8,4,1,24.29803519114477,2025-11-21 08:39:20.681264
8.9,0,1,20.930668856613472,2025-11-21 08:39:20.781264
9.0,0,0,31.776298406792698,2025-11-21 08:39:20.881264
9.1,2,0,34.578014548322265,2025-11-21 08:39:20.981264
9.200000000000001,0,0,33.913763568454215,2025-11-21 08:39:21.081264
9.3,1,0,38.665900315119515,2025-11-21 08:39:21.181264
9.4,2,0,31.338399184972957,2025-11-21 08:39:21.281264
9.5,0,0,36.10012477319076,2025-11-21 08:39:21.381264
9.600000000000001,0,0,29.464189011142746,2025-11-21 08:39:21.481264
9.700000000000001,3,0,40.350570359685534,2025-11-21 08:39:21.581264
9.8,0,1,26.037341322147537,2025-11-21 08:39:21.681264
9.9,0,1,24.25322487536833,2025-11-21 08:39:21.781264
