timestamp,msg_rate,alarms,cpu_load,ts
5.4,101.70104091099581,0,16.072672589217238,2025-11-21 08:39:17.281264
5.5,103.32776479868139,1,21.325618608142832,2025-11-21 08:39:17.381264
5.6000000000000005,104.57368713563301,1,19.002574437108887,2025-11-21 08:39:17.481264
5.7,102.20475316506287,1,18.711669938516035,2025-11-21 08:39:17.581264
5.800000000000001,100.09969655039173,0,31.281288639445574,2025-11-21 08:39:17.681264
5.9,102.44401539053565,0,23.90887943675881,2025-11-21 08:39:17.781264
6.0,101.26585174770793,0,8.35637056099369,2025-11-21 08:39:17.881264
6.1000000000000005,103.57517855098192,1,9.976160393762166,2025-11-21 08:39:17.981264
6.2,102.78151032930921,0,25.87447226085108,2025-11-21 08:39:18.081264
6.300000000000001,101.71529502540402,0,14.265243156842741,2025-11-21 08:39:18.181264
6.4,103.23979243620104,0,13.533723794176337,2025-11-21 08:39:18.281264
6.5,102.9166475865312,0,30.147728084723873,2025-11-21 08:39:18.381264
6.6000000000000005,103.39166191957422,0,19.366538592830842,2025-11-21 08:39:18.481264
6.7,105.04335266216562,1,27.33078373286833,2025-11-21 08:39:18.581264
6.800000000000001,102.8509223405135,1,23.866245934899755,2025-11-21 08:39:18.681264
6.9,103.45484771514997,1,16.547315618304047,2025-11-21 08:39:18.781264
7.0,102.23367071391597,1,12.254120959882927,2025-11-21 08:39:18.881264
7.1000000000000005,104.32371810861466,0,17.31606062034133,2025-11-21 08:39:18.981264
7.2,102.35102432723693,0,15.50544015153313,2025-11-21 08:39:19.081264
7.300000000000001,103.10733856128202,0,14.926729216626592,2025-11-21 08:39:19.181264
7.4,102.81158562577133,0,14.103630171546385,2025-11-21 08:39:19.281264
7.5,103.57660566816301,0,21.041277063630577,2025-11-21 08:39:19.381264
7.6000000000000005,104.40750769898716,0,24.022172611136508,2025-11-21 08:39:19.481264
7.7,104.68001108112877,0,23.09522896751888,2025-11-21 08:39:19.581264
7.800000000000001,103.97809225174774,0,18.29440501814239,2025-11-21 08:39:19.681264
7.9,104.89023519924932,1,16.44197586615877,2025-11-21 08:39:19.781264
8.0,103.51784559079115,0,26.51340252148733,2025-11-21 08:39:19.881264
8.1,102.85634925719751,1,24.928366986123514,2025-11-21 08:39:19.981264
8.200000000000001,103.99461680548063,1,17.087562926084463,2025-11-21 08:39:20.081264
8.3,104.9992634738924,1,16.100040171387374,2025-11-21 08:39:20.181264
8.4,103.69523399604782,1,22.817405039945324,2025-11-21 08:39:20.281264
8.5,102.61430224469798,1,20.988824188297528,2025-11-21 08:39:20.381264
8.6,104.22928979438439,1,20.055253991096947,2025-11-21 08:39:20.481264
8.700000000000001,102.59848633956038,1,14.597928116354739,2025-11-21 08:39:20.581264
8.8,102.96485898408349,1,11.129757860503323,2025-11-21 08:39:20.681264
8.9,104.47151130967097,0,9.384564424302933,2025-11-21 08:39:20.781264
9.0,103.30854407769193,0,16.337641885594294,2025-11-21 08:39:20.881264
9.1,103.10067987652938,0,25.460104872436553,2025-11-21 08:39:20.981264
9.200000000000001,103.41761953924566,1,16.366131288125427,2025-11-21 08:39:21.081264
9.3,103.76815868265795,1,20.623641483487248,2025-11-21 08:39:21.181264
9.4,104.0511889313579,1,29.178374824726006,2025-11-21 08:39:21.281264
9.5,104.23160054399744,0,11.590648133467443,2025-11-21 08:39:21.381264
9.600000000000001,103.85815255859313,0,22.214993302746848,2025-11-21 08:39:21.481264
9.700000000000001,103.73435011958361,1,27.223719550040126,2025-11-21 08:39:21.581264
9.8,104.70582184232059,0,24.22081644884107,2025-11-21 08:39:21.681264
9.9,104.59572663853129,1,15.666717698492025,2025-11-21 08:39:21.781264
