timestamp,motor_current,temp,valve,ts
5.5,8.210923467567142,40.02762843208511,1,2025-11-21 08:39:17.381264
5.6000000000000005,8.185466297460561,40.01129016493762,1,2025-11-21 08:39:17.481264
5.7,8.282929736170797,40.02673094718696,1,2025-11-21 08:39:17.581264
5.800000000000001,8.286369561888309,40.01359800004665,1,2025-11-21 08:39:17.681264
5.9,8.306399079816277,40.00214690383171,1,2025-11-21 08:39:17.781264
6.0,8.243176708717366,40.045023798004706,1,2025-11-21 08:39:17.881264
6.1000000000000005,8.317588003306035,40.034485965638076,1,2025-11-21 08:39:17.981264
6.2,8.207522796306565,40.02387823600308,1,2025-11-21 08:39:18.081264
6.300000000000001,8.277534335788713,39.99504212712031,1,2025-11-21 08:39:18.181264
6.4,8.21995950723787,40.03083912728897,1,2025-11-21 08:39:18.281264
6.5,8.309261225296474,40.028080648042625,1,2025-11-21 08:39:18.381264
6.6000000000000005,8.312814935431078,40.060321741818825,1,2025-11-21 08:39:18.481264
6.7,8.249114911680824,40.016709118463254,1,2025-11-21 08:39:18.581264
6.800000000000001,8.305662301346537,40.038140514044514,1,2025-11-21 08:39:18.681264
6.9,8.366946107848275,40.05520733196528,1,2025-11-21 08:39:18.781264
7.0,8.294116559528618,40.03680921254287,1,2025-11-21 08:39:18.881264
7.1000000000000005,8.21131991879908,40.02365781007903,1,2025-11-21 08:39:18.981264
7.2,8.25900061610119,40.02857976543561,1,2025-11-21 08:39:19.081264
7.300000000000001,8.253569383698768,40.01150013068081,1,2025-11-21 08:39:19.181264
7.4,8.195112522609339,40.03692644963199,1,2025-11-21 08:39:19.281264
7.5,8.2520908192513,40.03064845277257,1,2025-11-21 08:39:19.381264
7.6000000000000005,8.244463688216436,40.03460227346247,1,2025-11-21 08:39:19.481264
7.7,8.243818166231973,40.03718983115871,1,2025-11-21 08:39:19.581264
7.800000000000001,8.294160004661283,40.01462052781973,1,2025-11-21 08:39:19.681264
7.9,8.317334465136568,40.061725185761134,1,2025-11-21 08:39:19.781264
8.0,8.385704787875483,40.03871810275264,1,2025-11-21 08:39:19.881264
8.1,8.378705209976527,40.043293590465666,1,2025-11-21 08:39:19.981264
8.200000000000001,8.264167123157328,40.015826321148324,1,2025-11-21 08:39:20.081264
8.3,8.284769970072322,40.0431748475088,1,2025-11-21 08:39:20.181264
8.4,8.288908772841246,40.085369678982104,1,2025-11-21 08:39:20.281264
8.5,8.231897176150643,40.040773332007156,1,2025-11-21 08:39:20.381264
8.6,8.224624106329188,40.02864764254733,1,2025-11-21 08:39:20.481264
8.700000000000001,8.303626897341942,40.08016652716448,1,2025-11-21 08:39:20.581264
8.8,8.279385847756851,40.0387015354085,1,2025-11-21 08:39:20.681264
8.9,8.212647331720303,40.100845750713916,1,2025-11-21 08:39:20.781264
9.0,8.301070955609365,40.06170072611623,1,2025-11-21 08:39:20.881264
9.1,8.204589362027413,40.08202172765489,1,2025-11-21 08:39:20.981264
9.200000000000001,8.286782518169128,40.03223718894725,1,2025-11-21 08:39:21.081264
9.3,8.35832285938407,40.01695250325893,1,2025-11-21 08:39:21.181264
9.4,8.304106080067704,40.0574260528869,1,2025-11-21 08:39:21.281264
9.5,8.416589776944225,40.04754644169894,1,2025-11-21 08:39:21.381264
9.600000000000001,8.357640643246175,40.07159845824432,1,2025-11-21 08:39:21.481264
9.700000000000001,8.264900656202178,40.029128885296856,1,2025-11-21 08:39:21.581264
9.8,8.23778925988703,40.04044733620179,1,2025-11-21 08:39:21.681264
9.9,8.246811361284234,40.046301339709366,1,2025-11-21 08:39:21.781264
