timestamp,net_in,net_out,latency,ts
3.8000000000000003,51.77924457613419,40.72079546912524,4.947434075763423,2025-11-21 08:39:15.681264
3.9000000000000004,53.07594757661009,41.778078036443254,5.152459172469848,2025-11-21 08:39:15.781264
4.0,51.756423917432784,41.24676517648398,5.810265945956568,2025-11-21 08:39:15.881264
4.1000000000000005,54.72895551087701,42.67381960856478,5.358332583405064,2025-11-21 08:39:15.981264
4.2,54.780125286988955,40.96036299058455,5.900504880925521,2025-11-21 08:39:16.081264
4.3,53.97571815005396,41.62727588345879,5.564809923306285,2025-11-21 08:39:16.181264
4.4,55.145852962817834,44.98851252138279,4.288541149308847,2025-11-21 08:39:16.281264
4.5,53.77679313356745,41.351250782487305,4.717172369495795,2025-11-21 08:39:16.381264
4.6000000000000005,53.535436938656574,41.69724569376495,3.5814097183647213,2025-11-21 08:39:16.481264
4.7,53.89484244689125,41.48111458918131,5.091126015963982,2025-11-21 08:39:16.581264
4.800000000000001,52.498741052011106,43.22393768245076,4.766009540990386,2025-11-21 08:39:16.681264
4.9,52.91522580983983,42.71826526004434,5.072853956652003,2025-11-21 08:39:16.781264
5.0,55.80196515466416,44.428578964358614,5.253372027690132,2025-11-21 08:39:16.881264
5.1000000000000005,54.53963449438145,43.443020897170996,4.786070738733975,2025-11-21 08:39:16.981264
5.2,54.932433692299,42.252271369552005,4.988179409007263,2025-11-21 08:39:17.081264
5.300000000000001,55.607893718060616,41.097123287600404,4.630743230316201,2025-11-21 08:39:17.181264
5.4,55.60982707604331,41.412836937643895,5.232425200450266,2025-11-21 08:39:17.281264
5.5,52.90862677987239,43.03221410228335,5.033389318135624,2025-11-21 08:39:17.381264
5.6000000000000005,55.79739300384257,43.703940730252455,4.435058544324331,2025-11-21 08:39:17.481264
5.7,54.3788483093931,44.05566478030823,5.075466542496355,2025-11-21 08:39:17.581264
5.800000000000001,54.45651754931048,44.363650410948544,6.030426049989154,2025-11-21 08:39:17.681264
5.9,54.93644004937463,41.878592291924804,5.224746188863831,2025-11-21 08:39:17.781264
6.0,53.831445471459276,43.23255462864132,4.816184515916809,2025-11-21 08:39:17.881264
6.1000000000000005,54.60651655815428,43.85427108314438,5.657033973164228,2025-11-21 08:39:17.981264
6.2,54.84672414568239,42.17513372941555,4.923466817519507,2025-11-21 08:39:18.081264
6.300000000000001,53.745411020792616,42.78075766293306,5.65393287117603,2025-11-21 08:39:18.181264
6.4,54.71343150984761,42.773129564870935,5.135491033164711,2025-11-21 08:39:18.281264
6.5,53.964526365335615,44.21892482567819,4.225825890819085,2025-11-21 08:39:18.381264
6.6000000000000005,53.95435520835304,42.54963001368374,4.755086573195467,2025-11-21 08:39:18.481264
6.7,54.30701895923775,43.40196432217599,5.351222013022195,2025-11-21 08:39:18.581264
6.800000000000001,53.74358877721145,43.88647207668117,4.0094261938387366,2025-11-21 08:39:18.681264
6.9,54.588805517210474,44.486623147384364,4.914519223359312,2025-11-21 08:39:18.781264
7.0,55.05686355119308,43.44724345369029,5.873710669395259,2025-11-21 08:39:18.881264
7.1000000000000005,54.8623122820743,44.59003982702152,4.765514425479624,2025-11-21 08:39:18.981264
7.2,56.12576458386346,41.38661228946375,4.800721344427091,2025-11-21 08:39:19.081264
7.300000000000001,54.75689642241333,41.634128898650474,5.5402709800313295,2025-11-21 08:39:19.181264
7.4,55.59641829803613,43.62587756543985,5.480390559768318,2025-11-21 08:39:19.281264
7.5,55.3399213560202,43.567049496420665,4.882463765114939,2025-11-21 08:39:19.381264
7.6000000000000005,54.538999292476426,41.67154312742256,4.814516466266029,2025-11-21 08:39:19.481264
7.7,55.96537843666779,43.429770311474634,4.843079617407695,2025-11-21 08:39:19.581264
7.800000000000001,52.97883657893877,43.73478517888265,5.189984884679728,2025-11-21 08:39:19.681264
7.9,54.4277170178086,45.54036918087445,4.680400562555079,2025-11-21 08:39:19.781264
8.0,54.82125424917938,42.98415374189065,4.78521402887872,2025-11-21 08:39:19.881264
8.1,56.12328004257495,44.452555513957485,5.279000275976963,2025-11-21 08:39:19.981264
8.200000000000001,55.1478351899183,44.49081514734764,4.712248258114714,2025-11-21 08:39:20.081264
8.3,54.1962036322161,40.858455170067984,5.445480599912144,2025-11-21 08:39:20.181264
8.4,55.62140983227623,42.581731101732146,4.287184436815805,2025-11-21 08:39:20.281264
8.5,51.97720378629759,44.840496533065206,5.287455281577162,2025-11-21 08:39:20.381264
8.6,54.958115621206026,43.61537283811121,5.238567965452252,2025-11-21 08:39:20.481264
8.700000000000001,55.100281932545194,44.81011105965614,5.424806864585056,2025-11-21 08:39:20.581264
8.8,53.99484059729822,45.11337186469139,5.263566715114605,2025-11-21 08:39:20.681264
8.9,52.80982449951089,43.882270134648834,5.394827538294475,2025-11-21 08:39:20.781264
9.0,54.022372810469506,45.87371620926047,5.314757263373874,2025-11-21 08:39:20.881264
9.1,55.68255722539364,44.73671541743729,5.045684398529503,2025-11-21 08:39:20.981264
9.200000000000001,54.14068853651422,43.131692176576806,5.2747490641009165,2025-11-21 08:39:21.081264
9.3,54.88907596300096,44.191222325544636,5.376132640654605,2025-11-21 08:39:21.181264
9.4,53.710374167762524,43.9074862078822,5.250402236297534,2025-11-21 08:39:21.281264
9.5,54.519901598712515,44.68327883244191,5.374916735026891,2025-11-21 08:39:21.381264
9.600000000000001,56.04494819221451,42.77358347542814,4.98176053045832,2025-11-21 08:39:21.481264
9.700000000000001,54.83336187696554,44.36246832902019,4.01872462072233,2025-11-21 08:39:21.581264
9.8,52.430422937114955,43.98927621398746,4.245518825859285,2025-11-21 08:39:21.681264
9.9,55.382290417223906,44.562771702952716,4.987532597363812,2025-11-21 08:39:21.781264
