timestamp,joint1,jt1,motor_current,ts
9.0,-0.977530117665097,1.5811089674644876,2.0564679673332193,2025-11-21 08:39:20.881264
9.1,-0.9868438585032365,1.5727653807242419,2.078373602692154,2025-11-21 08:39:20.981264
9.200000000000001,-0.9936910036334645,1.6483023241078563,1.9658281871379861,2025-11-21 08:39:21.081264
9.3,-0.9980544387588794,1.5995536472635044,1.985311973651075,2025-11-21 08:39:21.181264
9.4,-0.9999232575641008,1.5656983126319965,2.0011871358378293,2025-11-21 08:39:21.281264
9.5,-0.999292788975378,1.5979567507498316,2.0514658783735644,2025-11-21 08:39:21.381264
9.600000000000001,-0.9961646088358406,1.6668542288662809,1.9700380309450367,2025-11-21 08:39:21.481264
9.700000000000001,-0.9905465359667132,1.6737360628254878,2.027540029552253,2025-11-21 08:39:21.581264
9.8,-0.9824526126243325,1.6071979124355522,2.0840359408912765,2025-11-21 08:39:21.681264
9.9,-0.9719030694018208,1.543321079314818,1.942710792926881,2025-11-21 08:39:21.781264
